,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,Label
0,0.7048349380493164,0.28654253482818604,-0.6596469879150391,0.7314773797988892,0.25819289684295654,-0.6015075445175171,0.7398651838302612,0.2707352638244629,-0.6013317704200745,0.7474219799041748,0.2830003499984741,-0.6013684868812561,0.7051124572753906,0.21946513652801514,-0.6344385743141174,0.6936948895454407,0.20298099517822266,-0.6342562437057495,0.6820065975189209,0.18803274631500244,-0.6345478892326355,0.7410048842430115,0.3087879419326782,-0.3143653869628906,0.6465567350387573,0.19446170330047607,-0.46065667271614075,0.6960678100585938,0.3539028763771057,-0.5574259161949158,0.6621764898300171,0.30860722064971924,-0.5998280048370361,0.7521120309829712,0.6634400486946106,-0.20923158526420593,0.42767632007598877,0.5143069624900818,-0.3888775110244751,0.7735685110092163,0.9949108958244324,-0.22570638358592987,0.33397018909454346,0.8728567957878113,-0.48160499334335327,0.7563706040382385,1.389025092124939,-0.5168066024780273,0.2766452133655548,1.1761665344238281,-0.8782294392585754,0.7637617588043213,1.5069301128387451,-0.5968705415725708,0.2463640570640564,1.254881739616394,-0.9757449626922607,0.7221658825874329,1.4941574335098267,-0.630491316318512,0.2786042094230652,1.260653018951416,-1.0378141403198242,0.7158234119415283,1.4529414176940918,-0.5447478890419006,0.2932240664958954,1.2357463836669922,-0.91560298204422,0.6260965466499329,1.3699719905853271,0.008064192719757557,0.41513288021087646,1.3187397718429565,-0.004490427207201719,0.5746681094169617,1.9531320333480835,0.21929974853992462,0.38641291856765747,1.925669550895691,0.1583602875471115,0.522908627986908,2.4626688957214355,0.8413960337638855,0.3445422351360321,2.4156172275543213,0.6370000243186951,0.5105706453323364,2.5564322471618652,0.8815123438835144,0.323917955160141,2.498811721801758,0.6735658645629883,0.49906015396118164,2.631244659423828,0.5220997929573059,0.3815928101539612,2.600071907043457,0.2516230642795563,1.0
1,0.7061119079589844,0.28572380542755127,-0.5842211842536926,0.7312484383583069,0.2564542293548584,-0.535783588886261,0.7389834523200989,0.2675751745700836,-0.5355516076087952,0.7457979917526245,0.2784746587276459,-0.5356123447418213,0.7048332691192627,0.21945665776729584,-0.5695267915725708,0.6931730508804321,0.20326979458332062,-0.5693319439888,0.6814267635345459,0.18871890008449554,-0.5696740746498108,0.7361389994621277,0.3039356768131256,-0.2838943600654602,0.6464383006095886,0.19305822253227234,-0.43481892347335815,0.6965996026992798,0.3499436676502228,-0.49371862411499023,0.6634950041770935,0.3086162507534027,-0.5370391607284546,0.7511953115463257,0.6451707482337952,-0.19176669418811798,0.4287560284137726,0.5134354829788208,-0.3710748851299286,0.7809205651283264,0.9659099578857422,-0.16169743239879608,0.33289939165115356,0.8733006715774536,-0.3919895589351654,0.7834421396255493,1.3508491516113281,-0.3990851044654846,0.2485779970884323,1.1906591653823853,-0.6342047452926636,0.799566924571991,1.4613862037658691,-0.4634159803390503,0.21339069306850433,1.2745949029922485,-0.7012477517127991,0.7616350054740906,1.4548983573913574,-0.49847665429115295,0.24243396520614624,1.2845078706741333,-0.773488461971283,0.7499686479568481,1.4157768487930298,-0.4268778860569,0.2595931589603424,1.2575308084487915,-0.6723771691322327,0.6311331987380981,1.3707634210586548,0.004738452844321728,0.41722163558006287,1.323172688484192,-0.0011979949194937944,0.58561110496521,1.9727654457092285,0.14344747364521027,0.39238712191581726,1.9532086849212646,0.1108299121260643,0.546299397945404,2.520831346511841,0.6973980665206909,0.36139625310897827,2.480700731277466,0.5161498188972473,0.5367823839187622,2.6132655143737793,0.7315673828125,0.3444303274154663,2.561721086502075,0.545330286026001,0.5303375720977783,2.6913387775421143,0.38524726033210754,0.39542707800865173,2.6635046005249023,0.12329254299402237,1.0
2,0.7001851797103882,0.2799120545387268,-0.5804401636123657,0.726868748664856,0.2508432865142822,-0.531878650188446,0.7350562810897827,0.26239004731178284,-0.5316475629806519,0.7421971559524536,0.27350613474845886,-0.5317869186401367,0.6977136135101318,0.21415291726589203,-0.5596106648445129,0.6860329508781433,0.19893409311771393,-0.5593652725219727,0.6741999387741089,0.18454471230506897,-0.5596597790718079,0.735278844833374,0.30192339420318604,-0.27601683139801025,0.6424077749252319,0.18575569987297058,-0.39574605226516724,0.6936938762664795,0.34400472044944763,-0.4877919852733612,0.6585285663604736,0.305958092212677,-0.5221856236457825,0.7511892318725586,0.6404600143432617,-0.18988627195358276,0.42876869440078735,0.5133454203605652,-0.3192468583583832,0.7844724059104919,0.9682796001434326,-0.1519065797328949,0.329341858625412,0.8724377155303955,-0.2619822025299072,0.782602071762085,1.357974648475647,-0.36543333530426025,0.21077494323253632,1.1532717943191528,-0.4669003188610077,0.7965003252029419,1.47309148311615,-0.42876169085502625,0.1774492859840393,1.27207350730896,-0.5232568383216858,0.7553810477256775,1.4683336019515991,-0.46142706274986267,0.20289435982704163,1.2829399108886719,-0.6047523021697998,0.7453010082244873,1.423371434211731,-0.39112958312034607,0.2233904004096985,1.2561198472976685,-0.5086460709571838,0.631155788898468,1.3791027069091797,-0.006385300774127245,0.4167649447917938,1.329544186592102,0.009870335459709167,0.5849745273590088,1.9953683614730835,0.09434907138347626,0.3907971978187561,1.9669678211212158,0.10642881691455841,0.5434602499008179,2.5527184009552,0.6404421329498291,0.360819548368454,2.5032870769500732,0.49941492080688477,0.5335202813148499,2.6460201740264893,0.6743295788764954,0.3426586389541626,2.5867276191711426,0.5279786586761475,0.5279129147529602,2.723412275314331,0.3227500021457672,0.3871849775314331,2.687432289123535,0.10791363567113876,1.0
3,0.6861201524734497,0.26780906319618225,-0.577785074710846,0.7160875201225281,0.24118685722351074,-0.5308275818824768,0.7248163223266602,0.2537762522697449,-0.530599057674408,0.7324897050857544,0.2658601403236389,-0.5307372212409973,0.6876261830329895,0.20418018102645874,-0.5540106296539307,0.6772562861442566,0.19064588844776154,-0.5537429451942444,0.665920615196228,0.17750297486782074,-0.5540573000907898,0.7292131185531616,0.2982441484928131,-0.2802653908729553,0.6393441557884216,0.1821301430463791,-0.3825162947177887,0.6809101700782776,0.3352547287940979,-0.48918893933296204,0.6445692181587219,0.2968546152114868,-0.5175830125808716,0.7501078248023987,0.6380385756492615,-0.20294389128684998,0.4287708103656769,0.5129482746124268,-0.31224796175956726,0.7841443419456482,0.9679000377655029,-0.1595751941204071,0.32634270191192627,0.8722551465034485,-0.24356521666049957,0.7800965905189514,1.360092043876648,-0.4094996452331543,0.2020859569311142,1.1417341232299805,-0.42210909724235535,0.7927206158638,1.4762850999832153,-0.4786674678325653,0.15701676905155182,1.2699003219604492,-0.4763753116130829,0.7515665292739868,1.4700703620910645,-0.5111774802207947,0.17992307245731354,1.281704068183899,-0.5606485605239868,0.7422621250152588,1.4260053634643555,-0.4360136389732361,0.20202933251857758,1.2556579113006592,-0.4654306173324585,0.631866455078125,1.3791885375976562,-0.015293236821889877,0.4169103503227234,1.3302476406097412,0.01866135187447071,0.5870600342750549,1.9961916208267212,0.09398511052131653,0.3919351398944855,1.9682496786117554,0.11029364913702011,0.5485469698905945,2.5545573234558105,0.6498345732688904,0.36313918232917786,2.508384943008423,0.51446932554245,0.5410204529762268,2.6472325325012207,0.6849433779716492,0.3471175730228424,2.5917015075683594,0.5446155071258545,0.5275739431381226,2.726579189300537,0.32971417903900146,0.38837435841560364,2.6901614665985107,0.12159661203622818,1.0
4,0.6824051141738892,0.2605932056903839,-0.5911703705787659,0.7113306522369385,0.23465025424957275,-0.5414224863052368,0.7202998399734497,0.24742820858955383,-0.5412068963050842,0.7281621694564819,0.2596348822116852,-0.5413150191307068,0.6827704906463623,0.19779770076274872,-0.5665281414985657,0.6721839308738708,0.18476541340351105,-0.566268265247345,0.6601846218109131,0.1718936562538147,-0.5665770769119263,0.726264238357544,0.2938340902328491,-0.28237712383270264,0.6340301036834717,0.17831158638000488,-0.3845764100551605,0.6770052313804626,0.3290436565876007,-0.4990772306919098,0.640127956867218,0.2907572090625763,-0.5293198227882385,0.7494990825653076,0.633194088935852,-0.21518540382385254,0.4290512502193451,0.5109598636627197,-0.3110235929489136,0.7857702970504761,0.9628947973251343,-0.19798579812049866,0.3213992714881897,0.8695390820503235,-0.2548913359642029,0.7807995676994324,1.3609716892242432,-0.4404146075248718,0.18634292483329773,1.1511374711990356,-0.46596255898475647,0.7937734127044678,1.476313591003418,-0.512184202671051,0.13832886517047882,1.2639272212982178,-0.5280300378799438,0.750975489616394,1.4692769050598145,-0.547953188419342,0.162765234708786,1.2813310623168945,-0.6144571900367737,0.7416803240776062,1.424949288368225,-0.4691433608531952,0.18556664884090424,1.255204439163208,-0.5111172795295715,0.6318044662475586,1.380753517150879,-0.019866494461894035,0.41671010851860046,1.3303396701812744,0.023279551416635513,0.5860581994056702,2.003202438354492,0.10468596965074539,0.38966885209083557,1.9704829454421997,0.1152355894446373,0.5471489429473877,2.562100887298584,0.665332555770874,0.3614000976085663,2.511559009552002,0.5299021005630493,0.538222074508667,2.6546974182128906,0.7007969617843628,0.34670260548591614,2.5939619541168213,0.5603203177452087,0.5244190692901611,2.7318804264068604,0.3383830189704895,0.3827372193336487,2.695295810699463,0.13186009228229523,1.0
5,0.6825635433197021,0.2607773244380951,-0.5784517526626587,0.7103222012519836,0.2334253340959549,-0.5303189158439636,0.719042181968689,0.24569037556648254,-0.5301269292831421,0.7267434000968933,0.2572624087333679,-0.5302691459655762,0.6816631555557251,0.1970404088497162,-0.5544835925102234,0.6706651449203491,0.18404871225357056,-0.5542271137237549,0.6581544876098633,0.1709270477294922,-0.5545827746391296,0.7238138914108276,0.29045453667640686,-0.27931126952171326,0.6307178735733032,0.17721576988697052,-0.38284531235694885,0.676500141620636,0.3279615640640259,-0.48931339383125305,0.6401100158691406,0.2908536195755005,-0.5188262462615967,0.7485684752464294,0.6306451559066772,-0.21244218945503235,0.4286766052246094,0.5114583969116211,-0.3148605525493622,0.7864473462104797,0.9601238965988159,-0.1978980451822281,0.32123517990112305,0.869620680809021,-0.2668556571006775,0.7807208299636841,1.3538066148757935,-0.4456135034561157,0.19191160798072815,1.160476803779602,-0.46853530406951904,0.794550359249115,1.4677119255065918,-0.520389974117279,0.14709724485874176,1.2628964185714722,-0.5300472974777222,0.7519848942756653,1.4593532085418701,-0.5581414103507996,0.1712942123413086,1.2806669473648071,-0.6158502101898193,0.742316484451294,1.4148050546646118,-0.4762464463710785,0.1927712857723236,1.2546145915985107,-0.5131922960281372,0.6322436928749084,1.380662202835083,-0.01843315362930298,0.4167162775993347,1.3314052820205688,0.02187853865325451,0.5876796245574951,2.002880811691284,0.09727198630571365,0.39120933413505554,1.9733377695083618,0.10583851486444473,0.5511362552642822,2.5634658336639404,0.6479518413543701,0.3647903501987457,2.5169296264648438,0.5046122670173645,0.5433258414268494,2.6572625637054443,0.6819400191307068,0.35023263096809387,2.5995352268218994,0.5334475040435791,0.5300249457359314,2.7320663928985596,0.3231308162212372,0.38954925537109375,2.6995720863342285,0.10748880356550217,1.0
6,0.6774073839187622,0.2504788041114807,-0.5644102096557617,0.7057950496673584,0.22750845551490784,-0.5163964629173279,0.7149482369422913,0.24079471826553345,-0.5161697268486023,0.7232021689414978,0.2533285319805145,-0.516318678855896,0.6769587993621826,0.1895136535167694,-0.5376269221305847,0.6657415628433228,0.17601299285888672,-0.5373542904853821,0.6535795331001282,0.16309088468551636,-0.537699282169342,0.7213720083236694,0.2882055640220642,-0.2700633704662323,0.6277063488960266,0.17228460311889648,-0.3611970543861389,0.6717625260353088,0.3206150531768799,-0.47733813524246216,0.6352855563163757,0.28003835678100586,-0.5034679770469666,0.7465677261352539,0.628470242023468,-0.20602282881736755,0.4280503988265991,0.5115991234779358,-0.2923106849193573,0.7878833413124084,0.9587827324867249,-0.17352138459682465,0.3209637701511383,0.868047297000885,-0.21579784154891968,0.7799220681190491,1.3556272983551025,-0.3803636133670807,0.19653518497943878,1.1696494817733765,-0.39190223813056946,0.7933090329170227,1.4698410034179688,-0.44723108410835266,0.15217913687229156,1.2638269662857056,-0.4483049213886261,0.7507277131080627,1.4612481594085693,-0.48077282309532166,0.1799902319908142,1.2810418605804443,-0.5279397368431091,0.7413110733032227,1.416923999786377,-0.40706920623779297,0.20144470036029816,1.2548081874847412,-0.4331212639808655,0.6340617537498474,1.3804246187210083,-0.021068308502435684,0.41721805930137634,1.3322241306304932,0.024441218003630638,0.5920448303222656,2.0029711723327637,0.09117467701435089,0.3938042223453522,1.9767400026321411,0.10161460936069489,0.5593531131744385,2.563753843307495,0.6497231125831604,0.3723396062850952,2.5219337940216064,0.5061269998550415,0.5526012182235718,2.6563127040863037,0.6842864751815796,0.3595573306083679,2.604250192642212,0.5358181595802307,0.5382139682769775,2.733588695526123,0.3172225058078766,0.3979690372943878,2.7018027305603027,0.10219655930995941,1.0
7,0.6743481755256653,0.2451906055212021,-0.5716702342033386,0.7035112380981445,0.2243000864982605,-0.5263490676879883,0.712787389755249,0.23800432682037354,-0.5260062217712402,0.7211354970932007,0.2511202096939087,-0.526183545589447,0.6747021079063416,0.18693327903747559,-0.5398380160331726,0.6637023687362671,0.17371180653572083,-0.5393815636634827,0.651537299156189,0.1606517881155014,-0.539608359336853,0.720075249671936,0.28747159242630005,-0.27759864926338196,0.6250917315483093,0.17069199681282043,-0.3742634952068329,0.6691787838935852,0.31669971346855164,-0.4841088056564331,0.6323570013046265,0.2755774259567261,-0.5082624554634094,0.7449497580528259,0.6288865804672241,-0.20685534179210663,0.4264183044433594,0.5119587182998657,-0.2964191138744354,0.7876646518707275,0.9587714076042175,-0.16781915724277496,0.3210962116718292,0.8670870065689087,-0.20394471287727356,0.7798178195953369,1.355318546295166,-0.37530019879341125,0.21485635638237,1.1763381958007812,-0.383028507232666,0.7925793528556824,1.4681217670440674,-0.4441032111644745,0.17670764029026031,1.264823079109192,-0.439815878868103,0.7499710917472839,1.460456132888794,-0.47686275839805603,0.20212340354919434,1.2814956903457642,-0.5178272724151611,0.740708589553833,1.415633201599121,-0.4019777178764343,0.22017055749893188,1.2547746896743774,-0.4234486520290375,0.6340152621269226,1.3799457550048828,-0.022370807826519012,0.4171043932437897,1.3315898180007935,0.025791002437472343,0.5916938185691833,2.0022969245910645,0.10040207207202911,0.39355361461639404,1.9752728939056396,0.10317938029766083,0.55707848072052,2.5620691776275635,0.6695289611816406,0.37171050906181335,2.519862651824951,0.5106960535049438,0.5494793057441711,2.654862403869629,0.7051202654838562,0.3583427965641022,2.6034157276153564,0.541627049446106,0.5374138951301575,2.7321999073028564,0.33521318435668945,0.3935207724571228,2.700084924697876,0.11987145990133286,1.0
8,0.6751163005828857,0.24677398800849915,-0.5666660666465759,0.704502522945404,0.22494052350521088,-0.5194559097290039,0.7138077616691589,0.23834256827831268,-0.519148051738739,0.7220786809921265,0.25115567445755005,-0.519273042678833,0.675819993019104,0.18772931396961212,-0.5430980920791626,0.6648446917533875,0.17410911619663239,-0.5427216291427612,0.6527263522148132,0.16094934940338135,-0.5429854989051819,0.7200296521186829,0.2867935597896576,-0.266449511051178,0.6253794431686401,0.17076915502548218,-0.380172461271286,0.6703566312789917,0.31748607754707336,-0.47588294744491577,0.6333283185958862,0.27641159296035767,-0.5082089304924011,0.7430509328842163,0.6283636689186096,-0.18236055970191956,0.42412593960762024,0.5133922100067139,-0.30422264337539673,0.7804904580116272,0.9594123959541321,-0.12740351259708405,0.32220539450645447,0.8725176453590393,-0.23973821103572845,0.7792893648147583,1.3554011583328247,-0.3285380005836487,0.26683661341667175,1.2130134105682373,-0.41292503476142883,0.7920953035354614,1.4673653841018677,-0.39464280009269714,0.2401609867811203,1.3019558191299438,-0.4691835641860962,0.7510550022125244,1.460235357284546,-0.4281979501247406,0.26629939675331116,1.3122986555099487,-0.5423868894577026,0.7412809133529663,1.415785312652588,-0.35580986738204956,0.2803289592266083,1.280604362487793,-0.44985872507095337,0.6335822343826294,1.37889564037323,-0.021530654281377792,0.4166382849216461,1.3315287828445435,0.02497737668454647,0.5911850333213806,2.001248836517334,0.09244465827941895,0.39354002475738525,1.9747092723846436,0.09014228731393814,0.5552870631217957,2.559765577316284,0.6380032896995544,0.3700751066207886,2.5204896926879883,0.48489809036254883,0.5474344491958618,2.651522636413574,0.6710218191146851,0.35628050565719604,2.60386061668396,0.513680100440979,0.5349940061569214,2.7313485145568848,0.30768707394599915,0.393135130405426,2.6986255645751953,0.08361424505710602,1.0
9,0.6761280298233032,0.2500780522823334,-0.5733509063720703,0.7046392560005188,0.2270497828722,-0.5253461599349976,0.7143247127532959,0.23960362374782562,-0.5250664353370667,0.7227302193641663,0.2516482174396515,-0.5251877903938293,0.6760501861572266,0.19047428667545319,-0.5488795638084412,0.6650524139404297,0.17739495635032654,-0.5485469698905945,0.6529028415679932,0.16429202258586884,-0.5488289594650269,0.7195729613304138,0.2869308888912201,-0.2682495713233948,0.6258198618888855,0.1709843873977661,-0.38289976119995117,0.6710751056671143,0.31760746240615845,-0.4820611774921417,0.6337003707885742,0.2792561948299408,-0.5130799412727356,0.7411033511161804,0.6287756562232971,-0.18399837613105774,0.4227086901664734,0.5135406851768494,-0.30972427129745483,0.7777606844902039,0.9598572850227356,-0.1385834813117981,0.32230716943740845,0.8754046559333801,-0.25902047753334045,0.7777760624885559,1.3596549034118652,-0.3511787950992584,0.26290008425712585,1.2248870134353638,-0.4612933099269867,0.7915850281715393,1.4717358350753784,-0.4213695228099823,0.2328464686870575,1.312138557434082,-0.5242124199867249,0.7509592175483704,1.464753270149231,-0.45680472254753113,0.2594831883907318,1.3214049339294434,-0.6004336476325989,0.7405962347984314,1.4205732345581055,-0.3794865608215332,0.275090754032135,1.2900927066802979,-0.5006427764892578,0.6325628161430359,1.3788326978683472,-0.02050105296075344,0.41519662737846375,1.3323490619659424,0.02392878383398056,0.5898928046226501,2.001542329788208,0.0992102399468422,0.3916971981525421,1.977136254310608,0.09073584526777267,0.5544335246086121,2.562352418899536,0.6527232527732849,0.36913058161735535,2.5257582664489746,0.4920942187309265,0.5466040968894958,2.652742624282837,0.686639666557312,0.35562196373939514,2.6090712547302246,0.5211796760559082,0.5341853499412537,2.7360711097717285,0.3223322331905365,0.39128196239471436,2.7039287090301514,0.08485051989555359,1.0
